炉号,钢种,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C, 连铸正样Mn ,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样Nb_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,连铸正样Ti_val,连铸正样N_val,连铸正样O_val,连铸正样B_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂
7A05395             ,低合金    ,HRB400D    ,1643,0.00083,,0.00033,,0.001,73550,0.0023,0.0129,,,,0.457,,0.008,0.021,0,0.029,0.0036,0.0014,0.0034,0,0,0,0,12,0,0,0,0,29,25,0,0,0,0,0,63,0,1440,88,0
7A05394             ,低合金    ,HRB400D    ,1661,0.0006,,0.00028,,0.001,74300,0.0022,0.0136,,,,0.456,,0.007,0.018,0,0.031,0.0055,0.0033,0.0029,0,0,0,0,12,0,0,0,0,28,50,0,0,0,0,0,85,0,1460,88,0
7A05393             ,低合金    ,HRB400D    ,1691,0.00057,,0.00023,,0.001,71700,0.0022,0.0131,,,,0.471,,0.007,0.017,0,0.032,0.0036,0.0014,0.0038,0,0,0,0,13,0,0,0,0,30,25,0,0,0,0,0,85,0,1520,88,0
7A05392             ,低合金    ,HRB400D    ,1704,0.00065,,0.00022,,0.001,75300,0.0022,0.0136,,,,0.483,,0.009,0.015,0,0.032,0.0046,0.0024,0.004,0,0,0,0,13,0,0,28,0,0,25,0,0,0,0,0,85,0,1440,88,0
7A05391             ,低合金    ,HRB400B    ,1698,0.00066,,0.00025,,0.001,71500,0.0025,0.0138,,,,0.453,,0.008,0.018,0,0.034,0.0046,0.0024,0.0031,0,0,0,0,6,0,0,38,0,0,50,0,0,0,0,0,85,0,1420,88,0
7A05390             ,低合金    ,HRB400D    ,1666,0.00049,,0.00027,,0.001,69450,0.0023,0.0141,,,,0.478,,0.008,0.021,0,0.035,0.0051,0.0028,0.0028,0,0,0,0,6,0,0,38,0,0,50,0,0,0,0,0,90,0,1460,88,0
7A05389             ,低合金    ,HRB400D    ,1664,0.00068,,0.00026,,0.001,69300,0.0022,0.0144,,,,0.471,,0.007,0.017,0,0.031,0.0038,0.0016,0.003,0,0,0,0,13,0,0,28,0,0,25,0,0,0,0,0,68,0,1380,88,0
7A05388             ,低合金    ,HRB400D    ,1677,0.00056,,0.00026,,0.001,72000,0.0022,0.0136,,,,0.47,,0.007,0.017,0,0.031,0.0045,0.0023,0.0032,0,0,0,0,13,0,0,29,0,0,0,25,0,0,0,0,85,0,1500,88,0
7A05387             ,低合金    ,HRB400D    ,1656,0.0011,,0.00026,,0.001,71950,0.0024,0.0132,,,,0.469,,0.007,0.017,0,0.032,0.0034,0.0012,0.0035,0,0,0,0,13,0,0,29,0,0,0,0,0,0,0,0,51,0,1390,88,20
7A05386             ,低合金    ,HRB400D    ,1674,0.00142,,0.0003,,0.001,72750,0.0024,0.0141,,,,0.463,,0.008,0.018,0,0.033,0.0036,0.0014,0.0029,0,0,0,0,42,0,0,0,0,0,25,0,0,0,0,0,34,0,1460,88,0
7A05385             ,低合金    ,HRB400B    ,1665,0.00057,,0.00035,,0.001,70700,0.0024,0.0144,,,,0.463,,0.008,0.015,0,0.034,0.0047,0.0024,0.0028,0,0,0,0,6,0,0,0,0,39,0,50,0,0,0,0,85,0,1330,88,0
7A05384             ,低合金    ,HRB400B    ,1645,0.00086,,0.00029,,0.001,65100,0.0023,0.014,,,,0.46,,0.006,0.015,0,0.032,0.0045,0.0022,0.0029,0,0,0,0,7,0,0,0,0,40,0,25,0,0,0,0,68,0,1400,88,0
7A05383             ,低合金    ,HRB400B    ,1660,0.00059,,0.00029,,0.001,69050,0.0025,0.0132,,,,0.464,,0.007,0.013,0,0.035,0.0043,0.0021,0.0043,0,0,0,0,6,0,0,0,0,39,0,25,0,0,0,0,92,0,1330,88,0
7A05382             ,低合金    ,HRB400B    ,1649,0.00053,,0.00034,,0.001,65050,0.0025,0.0144,,,,0.46,,0.006,0.013,0,0.034,0.0045,0.0023,0.0039,0,0,0,0,7,0,0,0,0,39,0,50,0,0,0,0,95,0,1370,88,0
7A05381             ,低合金    ,HRB400B    ,1678,0.00066,,0.00035,,0.002,66050,0.0023,0.0142,,,,0.46,,0.006,0.015,0,0.033,0.0037,0.0015,0.0038,0,0,0,0,7,0,0,0,0,40,0,25,0,0,0,0,90,0,1410,88,0
7A05380             ,低合金    ,HRB400B    ,1677,0.00067,,0.00031,,0.001,72800,0.0023,0.0143,,,,0.459,,0.005,0.014,0,0.033,0.0074,0.0051,0.0024,0,0,0,0,7,0,0,0,0,40,0,25,0,0,0,0,85,0,1410,88,0
7A05379             ,低合金    ,HRB400B    ,1664,0.00021,,0.00029,,0.001,73100,0.0024,0.0143,,,,0.47,,0.007,0.016,0,0.033,0.0038,0.0016,0.003,0,0,0,0,7,0,0,0,0,40,0,50,0,0,0,0,110,0,1490,88,0
7A05378             ,低合金    ,HRB400B    ,1653,0.00065,,0.00034,,0.001,68500,0.0022,0.0135,,,,0.463,,0.006,0.015,0,0.035,0.0035,0.0013,0.0032,0,0,0,0,9,0,0,0,0,43,0,25,0,0,0,0,90,0,1520,88,0
7A05377             ,低合金    ,HRB400B    ,1635,0.00037,,0.00029,,0.001,74100,0.0023,0.0132,,,,0.461,,0.006,0.016,0,0.033,0.0074,0.0051,0.0036,0,0,0,0,7,0,0,0,0,40,0,50,0,0,0,0,110,0,1480,88,0
7A05376             ,低合金    ,HRB400B    ,1644,0.00062,,0.0003,,0.002,71400,0.0021,0.0131,,,,0.464,,0.008,0.032,0,0.036,0.0037,0.0015,0.0036,0,0,0,0,6,0,0,0,0,40,0,50,0,0,0,0,75,0,1400,88,0
7A05375             ,低合金    ,HRB400B    ,1674,0.00046,,0.00028,,0.002,70250,0.0023,0.0135,,,,0.47,,0.008,0.017,0,0.032,0.0037,0.0015,0.003,0,0,0,0,7,0,0,0,0,40,0,50,0,0,0,0,95,0,1510,88,0
7A05374             ,低合金    ,HRB400B    ,1653,0.00066,,0.00035,,0.002,75500,0.0024,0.0129,,,,0.452,,0.007,0.024,0,0.033,0.0039,0.0017,0.004,0,0,0,0,6,0,0,0,0,40,0,25,0,0,0,0,75,0,1450,88,0
7A05373             ,低合金    ,HRB400B    ,1639,0.0005,,0.00034,,0.002,71350,0.0021,0.014,,,,0.454,,0.008,0.026,0,0.033,0.0042,0.002,0.0039,0,0,0,0,7,0,0,0,0,40,0,50,0,0,0,0,95,0,1490,88,0
7A05372             ,低合金    ,HRB400B    ,1651,0.0005,,0.00027,,0.001,65400,0.0024,0.0137,,,,0.466,,0.01,0.026,0,0.033,0.0036,0.0014,0.004,0,0,0,0,6,0,0,0,0,40,0,50,0,0,0,0,95,0,1470,88,0
7A05371             ,低合金    ,HRB400B    ,1650,0.00024,,0.00036,,0.001,70000,0.0023,0.0138,,,,0.454,,0.009,0.024,0,0.031,0.0037,0.0015,0.0029,0,0,0,0,6,0,0,0,0,40,0,50,0,0,0,0,119,0,1570,88,0
7A05370             ,低合金    ,HRB400B    ,1674,0.00073,,0.00027,,0.001,76500,0.0023,0.014,,,,0.474,,0.008,0.027,0,0.034,0.0078,0.0054,0.0042,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1361,88,0
7A05369             ,低合金    ,HRB400B    ,1656,0.00058,,0.00027,,0.001,70400,0.0023,0.0133,,,,0.471,,0.008,0.028,0,0.033,0.004,0.0018,0.0029,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,85,0,1403,88,0
7A05368             ,低合金    ,HRB400B    ,1689,0.00081,,0.00031,,-0.001,70300,0.0021,0.0142,,,,0.47,,0.01,0.026,0,0.034,0.0073,0.0049,0.0034,0,0,0,0,7,0,0,0,0,40,50,0,0,0,0,0,85,0,1366,88,0
7A05367             ,低合金    ,HRB400D    ,1658,0.00049,,0.00032,,0.001,73050,0.0024,0.0133,,,,0.461,,0.01,0.034,0,0.03,0.0039,0.0017,0.0037,0,0,0,0,13,0,0,0,0,30,50,0,0,0,0,0,85,0,1459,88,0
7A05366             ,低合金    ,HRB400D    ,1666,0.00079,,0.0003,,0.001,72450,0.0021,0.0143,,,,0.452,,0.009,0.028,0,0.031,0.0038,0.0016,0.0034,0,0,0,0,13,0,0,0,0,31,25,0,0,0,0,0,68,0,1551,88,0
7A05365             ,低合金    ,HRB400D    ,1684,0.00083,,0.00026,,0.002,78250,0.0025,0.013,,,,0.477,,0.01,0.028,0,0.031,0.0035,0.0013,0.0031,0,0,0,0,13,0,0,0,0,30,0,0,0,0,0,0,68,0,1446,88,20
7A05364             ,低合金    ,HRB400D    ,1649,0.00083,,0.00033,,0.002,67350,0.0024,0.014,,,,0.46,,0.01,0.024,0,0.031,0.0036,0.0014,0.0033,0,0,0,0,13,0,0,0,0,30,0,0,0,0,0,0,68,0,1497,88,20
7A05363             ,低合金    ,HRB400D    ,1638,0.00053,,0.00031,,0.002,73450,0.0021,0.0134,,,,0.458,,0.008,0.022,0,0.031,0.0035,0.0013,0.0033,0,0,0,0,12,0,0,0,0,28,25,0,0,0,0,0,68,0,1398,88,0
7A05362             ,低合金    ,HRB400B    ,1628,0.00064,,0.00029,,0.001,69650,0.0024,0.0132,,,,0.451,,0.008,0.02,0,0.031,0.0035,0.0013,0.0031,0,0,0,0,12,0,0,0,0,28,25,0,0,0,0,0,85,0,1423,88,0
7A05361             ,低合金    ,HRB400B    ,1666,0.00069,,0.00033,,0.001,70650,0.0022,0.0141,,,,0.462,,0.01,0.024,0,0.034,0.0035,0.0013,0.0033,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1420,88,0
7A05360             ,低合金    ,HRB400B    ,1660,0.00071,,0.00022,,0.001,75500,0.0023,0.0144,,,,0.452,,0.009,0.021,0,0.034,0.0037,0.0015,0.0035,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1441,88,0
7A05359             ,低合金    ,HRB400B    ,1645,0.00065,,0.00022,,0.001,70100,0.0023,0.0134,,,,0.461,,0.007,0.019,0,0.033,0.0045,0.0022,0.0023,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1430,88,0
7A05358             ,低合金    ,HRB400B    ,1657,0.00079,,0.00024,,0.001,67550,0.0023,0.0132,,,,0.461,,0.008,0.015,0,0.033,0.0117,0.0091,0.0038,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1430,88,0
7A05357             ,低合金    ,HRB400B    ,1692,0.00046,,0.00023,,0.002,72000,0.0024,0.0142,,,,0.468,,0.008,0.017,0,0.035,0.0059,0.0036,0.0027,0,0,0,0,6,0,0,0,0,40,50,0,0,0,0,0,85,0,1361,88,0
7A05356             ,低合金    ,HRB400B    ,1665,0.00072,,0.00024,,0.002,70500,0.0024,0.014,,,,0.467,,0.009,0.024,0,0.034,0.004,0.0018,0.0038,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1399,88,0
7A05355             ,低合金    ,HRB400D    ,1693,0.00009,,0.00025,,0.002,73600,0.0024,0.0139,,,,0.478,,0.01,0.024,0,0.032,0.0038,0.0016,0.0034,0,0,0,0,40,0,0,0,0,0,0,100,0,0,0,0,95,0,1500,132,0
7A05354             ,低合金    ,HRB400D    ,1711,0.00015,,0.00022,,0,76100,0.0022,0.0144,,,,0.462,,0.013,0.024,0,0.033,0.0062,0.0039,0.0041,0,0,0,0,42,0,0,0,0,0,0,100,0,0,0,0,95,0,1500,132,0
7A05353             ,低合金    ,HRB400B    ,0,0.00036,,0.00027,,0.001,71000,0.0022,0.0128,,,,0.456,,0.009,0.023,0,0.034,0.0039,0.0017,0.0024,0,0,0,0,6,0,0,0,0,40,50,0,0,0,0,0,93,0,1400,0,0
7A05352             ,低合金    ,HRB400B    ,0,0.00053,,0.0003,,0.001,73600,0.0023,0.0132,,,,0.476,,0.01,0.021,0,0.034,0.0037,0.0015,0.0028,0,0,0,0,8,0,0,0,0,40,25,0,0,0,0,0,93,0,1530,0,0
7A05351             ,低合金    ,HRB400B    ,1662,0.00071,,0.00026,,0.001,78350,0.0022,0.013,,,,0.467,,0.008,0.022,0,0.035,0.0035,0.0013,0.0037,0,0,0,0,7,0,0,0,0,40,0,0,0,0,0,0,75,0,1500,0,20
7A05350             ,低合金    ,Q235A      ,1664,0.00079,,0.00024,,0.001,72750,0.0024,0.013,,,,0,,0.011,0.02,0,0.002,0.0037,0.0016,0.003,0,0,0,0.0001,0,0,0,0,0,0,0,75,0,0,150,0,38,0,700,0,0
7A05349             ,低合金    ,Q235A      ,1672,0.00064,,0.00022,,0.002,74600,0.0023,0.0137,,,,0,,0.01,0.017,0,0.002,0.0036,0.0015,0.002,0,0,0,0.0001,0,142,0,0,0,0,0,75,0,0,0,0,48,0,803,0,0
7A05348             ,低合金    ,Q235A      ,1699,0.00027,,0.0003,,0.002,76050,0.0021,0.0133,,,,0,,0.011,0.026,0,0.003,0.0038,0.0017,0.003,0,0,0,0.0002,0,0,0,0,0,0,0,100,0,0,140,0,70,0,770,0,0
7A05347             ,低合金    ,Q235A      ,1674,0.0006,,0.00024,,0,72850,0.0023,0.0131,,,,0,,0.013,0.023,0,0.001,0.0045,0.0024,0.003,0,0,0,0.0002,0,152,0,0,0,0,0,75,0,0,0,0,60,0,845,0,0
7A05346             ,低合金    ,Q235A      ,1681,0.00046,,0.00026,,0,79350,0.0024,0.0144,,,,0,,0.01,0.017,0,0.002,0.0037,0.0016,0.003,0,0,0,0.0001,0,140,0,0,0,0,0,100,0,0,0,0,60,0,772,0,0
7A05345             ,低合金    ,Q235A      ,1681,0.00042,,0.00021,,0.002,72350,0.0022,0.013,,,,0,,0.01,0.016,0,0.002,0.0037,0.0016,0.003,0,0,0,0.0001,0,146,0,0,0,0,0,100,0,0,0,0,68,0,760,0,0
7A05344             ,低合金    ,Q235A      ,1667,0.00042,,0.00025,,0.002,70400,0.0023,0.0134,,,,0,,0.009,0.017,0,0.002,0.0043,0.0021,0.003,0,0,0,0.0001,0,0,0,0,0,0,0,100,0,0,140,0,68,0,780,0,0
7A05343             ,普碳      ,Q235       ,1683,0.00046,,0.00029,,0.002,67950,0.0023,0.0144,,,,0,,0.01,0.02,0,0.002,0.0057,0.0036,0.002,0,0,0,0.0002,0,0,0,0,0,0,0,100,0,0,130,0,56,0,760,0,0
7A05342             ,普碳      ,Q235       ,0,0.00103,,0.00022,,0.002,69900,0.0025,0.0132,,,,0,,0.012,0.018,0,0.003,0.0036,0.0015,0.003,0,0,0,0.0001,0,133,0,0,0,0,0,50,0,0,0,0,5,0,780,0,0
7A05341             ,普碳      ,HRB400B    ,1655,0.00071,,0.00025,,0.002,75100,0.0025,0.0145,,,,0.461,,0.008,0.017,0,0.031,0.0047,0.0025,0.0033,0,0,0,0,8,0,0,0,0,40,25,0,0,0,0,0,68,0,1520,88,0
7A05340             ,普碳      ,HRB400B    ,1686,0.00071,,0.00025,,0.002,71300,0.0024,0.0141,,,,0.469,,0.007,0.027,0,0.032,0.0037,0.0015,0.0027,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,72,0,1490,88,0
7A05339             ,普碳      ,HRB400B    ,1697,0.00082,,0.00026,,0.002,68900,0.0023,0.0143,,,,0.468,,0.008,0.018,0,0.032,0.0044,0.0022,0.0045,0,0,0,0,5,0,0,0,0,40,25,0,0,0,0,0,56,0,1390,88,0
7A05338             ,普碳      ,HRB400B    ,1642,0.0009,,0.00045,,0.002,69100,0.0024,0.0141,,,,0.464,,0.008,0.025,0,0.032,0.0043,0.0021,0.0042,0,0,0,0,7,0,0,0,0,40,50,0,0,0,0,0,85,0,1550,88,0
7A05337             ,普碳      ,HRB400B    ,1693,0.00059,,0.00024,,0.002,72850,0.0021,0.0129,,,,0.457,,0.007,0.019,0,0.032,0.0042,0.0019,0.0039,0,0,0,0,6,0,0,0,0,39,25,0,0,0,0,0,68,0,1420,88,0
7A05336             ,普碳      ,Q235       ,1708,0.00069,,0.0002,,0.001,72550,0.0024,0.0141,,,,0,,0.009,0.014,0,0.002,0.0044,0.0023,0.003,0,0,0,0.0001,0,0,0,0,0,0,0,75,0,0,130,0,34,0,760,0,0
7A05335             ,普碳      ,Q235       ,1734,0.00035,,0.0002,,0.001,72900,0.0024,0.0144,,,,0,,0.008,0.015,0,0.003,0.0039,0.0018,0.003,0,0,0,0,0,110,0,0,0,0,0,100,0,0,0,0,80,0,730,0,0
7A05334             ,低合金    ,HRB400B    ,1658,0.00106,,0.00023,,0.001,71300,0.0022,0.0145,,,,0.469,,0.008,0.021,0,0.035,0.0038,0.0016,0.0043,0,0,0,0,47,0,0,0,0,0,25,0,0,0,0,0,41,0,1500,132,0
7A05333             ,低合金    ,HRB400B    ,1656,0.00068,,0.00024,,0.001,75450,0.0024,0.0129,,,,0.483,,0.011,0.024,0,0.036,0.0049,0.0026,0.0055,0,0,0,0,46,0,0,0,0,0,25,0,0,0,0,0,68,0,1460,132,0
7A05332             ,低合金    ,HRB400B    ,1663,0.00057,,0.00036,,0.001,72600,0.0024,0.0138,,,,0.457,,0.009,0.026,0,0.034,0.0054,0.0031,0.0041,0,0,0,0,47,0,0,0,0,0,75,0,0,0,0,0,102,0,1600,88,0
7A05331             ,低合金    ,HRB500D    ,1656,0.00074,,0.00023,,0.002,74000,0.0023,0.0129,,,,0.495,,0.01,0.038,0,0.073,0.0056,0.0035,0.004,0,0,0,0.0004,0,0,67,0,0,0,0,50,0,0,200,0,102,0,1580,0,0
7A05330             ,低合金    ,HRB400D    ,0,0.00101,,0.0002,,0.002,71800,0.0021,0.0134,,,,0.453,,0.009,0.027,0,0.031,0.0649,0.0544,0.0043,0,0,0,0,14,0,0,30,0,0,25,0,0,0,0,0,60,0,1470,88,0
7A05329             ,普碳      ,HRB400D    ,1676,0.00104,,0.00023,,0.002,67700,0.0023,0.0128,,,,0.468,,0.009,0.031,0,0.031,0.0047,0.0025,0.0033,0,0,0,0,13,0,0,30,0,0,25,0,0,0,0,0,51,0,1460,88,0
7A05328             ,普碳      ,HRB400D    ,1660,0.00067,,0.00025,,0.002,70200,0.0024,0.0141,,,,0.461,,0.008,0.033,0,0.032,0.3656,0.2946,0.0043,0,0,0,0,13,0,0,0,0,30,0,25,0,0,0,0,80,0,1470,88,0
7A05327             ,低合金    ,HRB400D    ,1667,0.00072,,0.00022,,0.002,73650,0.0024,0.0141,,,,0.462,,0.009,0.022,0,0.03,0.0046,0.0023,0.0039,0,0,0,0,12,0,0,0,0,30,0,25,0,0,0,0,75,0,1430,88,0
7A05326             ,低合金    ,HRB400D    ,1656,0.00068,,0.00027,,0.001,70800,0.0021,0.0137,,,,0.455,,0.01,0.022,0,0.029,0.0036,0.0014,0.0041,0.001,0,0,0,13,0,0,0,0,30,0,25,0,0,0,0,80,0,1470,88,0
7A05325             ,低合金    ,HRB400D    ,1668,0.00051,,0.00026,,0.001,64000,0.0022,0.0144,,,,0.473,,0.01,0.026,0,0.03,0.0039,0.0017,0.0046,0,0,0,0,12,0,0,0,0,30,0,50,0,0,0,0,92,0,1440,88,0
7A05324             ,低合金    ,HRB400D    ,1658,0.00064,,0.00041,,0.001,68000,0.0022,0.0134,,,,0.466,,0.01,0.024,0,0.029,0.0066,0.0043,0.003,0,0,0,0,13,0,0,0,0,31,0,25,0,0,0,0,90,0,1540,88,0
7A05323             ,低合金    ,HRB400D    ,1633,0.00059,,0.00032,,0.001,76700,0.0023,0.0139,,,,0.459,,0.012,0.023,0,0.03,0.1001,0.0813,0.0051,0,0,0,0,13,0,0,0,0,31,0,50,0,0,0,0,90,0,1570,88,0
7A05322             ,低合金    ,HRB400D    ,1666,0.00041,,0.0002,,0.001,73050,0.0024,0.013,,,,0.463,,0.006,0.013,0,0.029,0.0033,0.0011,0.0043,0,0,0,0,13,0,0,0,0,30,0,50,0,0,0,0,110,0,1480,88,0
7A05321             ,低合金    ,HRB400D    ,1800,0.00079,,0.00018,,0.001,72150,0.0024,0.0141,,,,0.456,,0.009,0.024,0,0.032,0.0036,0.0014,0.0052,0,0,0,0,12,0,0,0,0,30,0,0,0,0,0,0,68,0,1370,88,20
7A05320             ,低合金    ,HRB400D    ,1644,0.00113,,0.00032,,0.001,68400,0.0023,0.0144,,,,0.475,,0.009,0.022,0,0.033,0.0057,0.0036,0.0021,0.001,0,0,0,13,0,0,0,0,30,0,25,0,0,0,0,90,0,1510,88,0
7A05319             ,低合金    ,HRB400D    ,1640,0.00057,,0.00033,,0.001,73250,0.0022,0.0144,,,,0.489,,0.006,0.02,0,0.032,0.0052,0.0032,0,0.001,0,0,0,13,0,0,0,0,30,0,25,0,0,0,0,90,0,1500,88,0
7A05318             ,低合金    ,HRB400D    ,0,0.00104,,0.00032,,0.001,70950,0.0023,0.0143,,,,0.451,,0.005,0.02,0,0.034,0.0039,0.0025,0,0.001,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,60,0,1600,88,20
7A05317             ,低合金    ,HRB400B    ,1651,0.0005,,0.00026,,0.001,81250,0.0022,0.0129,,,,0.469,,0.004,0.014,0,0.033,0.0043,0.0027,0,0,0,0,0,16,0,0,0,0,30,0,50,0,0,0,0,60,0,1480,88,0
7A05316             ,低合金    ,HRB400B    ,1689,0.0009,,0.00023,,0.001,78200,0.0022,0.0144,,,,0.458,,0.005,0.019,0,0.035,0.0045,0.0028,0,0.001,0,0,0,15,0,0,0,0,30,0,0,0,0,0,0,60,0,1470,88,20
7A05315             ,低合金    ,HRB400B    ,1662,0.00074,,0.00021,,0.001,72450,0.0023,0.0139,,,,0.468,,0.007,0.02,0,0.035,0.005,0.0031,0,0.001,0,0,0,17,0,0,0,0,32,0,25,0,0,0,0,75,0,1580,88,0
7A05314             ,低合金    ,HRB400B    ,1630,0.00048,,0.00033,,0.001,79050,0.0024,0.0139,,,,0.485,,0.006,0.021,0,0.036,0.0067,0.0042,0.0009,0.001,0,0,0,15,0,0,0,0,30,0,50,0,0,0,0,102,0,1510,132,0
7A05313             ,低合金    ,HRB500B    ,1659,0.00104,,0.00026,,0.001,71800,0.0025,0.0139,,,,0.487,,0.009,0.02,0,0.084,0.0072,0.0053,0.0003,0.0024,0,0,0.0006,0,0,79,0,0,0,0,25,0,0,180,0,68,0,1500,0,0
7A05312             ,低合金    ,HRB500B    ,1654,0.00044,,0.00023,,0.001,69850,0.0022,0.014,,,,0.495,,0.009,0.023,0,0.083,0.0053,0.0032,0.006,0.001,0,0,0.0003,0,0,80,0,0,0,0,75,0,0,150,0,119,0,1500,0,0
7A05311             ,低合金    ,HRB500D    ,1662,0.00089,,0.00024,,0.001,73650,0.0024,0.0143,,,,0.487,,0.009,0.019,0,0.082,0.0046,0.0025,0.006,0.001,0,0,0.0003,0,0,77,0,0,0,0,25,0,0,150,0,85,0,1500,0,0
7A05310             ,低合金    ,HRB500D    ,1642,0.00076,,0.00024,,0.001,70400,0.0023,0.0129,,,,0.492,,0.009,0.022,0,0.082,0.0054,0.0033,0.007,0.002,0,0,0.0004,0,0,77,0,0,0,0,25,0,0,150,0,92,0,1500,0,0
7A05309             ,低合金    ,HRB500D    ,1683,0.00079,,0.00024,,0.001,70100,0.0021,0.013,,,,0.491,,0.01,0.026,0,0.081,0.0076,0.0056,0.005,0.002,0,0,0.0003,0,0,76,0,0,0,0,50,0,0,150,0,92,0,1500,0,0
7A05308             ,低合金    ,HRB500D    ,1671,0.00088,,0.00023,,0.001,71250,0.0023,0.0136,,,,0.487,,0.009,0.023,0,0.083,0.0045,0.0024,0.005,0.002,0,0,0.0003,0,0,76,0,0,0,0,25,0,0,150,0,85,0,1500,0,0
7A05307             ,低合金    ,HRB500D    ,1686,0.00092,,0.00023,,0,71450,0.0024,0.013,,,,0.483,,0.009,0.026,0,0.082,0.0044,0.0023,0.005,0.001,0,0,0.0003,0,0,76,0,0,0,0,25,0,0,150,0,85,0,1500,0,0
7A05306             ,低合金    ,HRB400B    ,1664,0.00038,,0.00027,,0.001,73700,0.0023,0.0128,,,,0.476,,0.01,0.025,0,0.035,0.0054,0.0031,0.0047,0,0,0,0,15,0,0,0,0,30,50,0,0,0,0,0,85,0,1430,110,0
7A05305             ,低合金    ,HRB400B    ,1670,0.00061,,0.00032,,0.001,74750,0.0021,0.0143,,,,0.473,,0.009,0.025,0,0.035,0.0042,0.002,0.0048,0.001,0,0,0,15,0,0,0,0,31,0,25,0,0,0,0,78,0,1400,88,0
7A05304             ,低合金    ,HRB400B    ,1672,0.00047,,0.00028,,0.001,71750,0.0024,0.0135,,,,0.48,,0.009,0.029,0,0.035,0.0044,0.0022,0.0047,0.001,0,0,0,15,0,0,0,0,31,0,50,0,0,0,0,80,0,1490,132,0
7A05303             ,低合金    ,HRB500D    ,1658,0.00062,,0.00025,,0.001,71900,0.0022,0.0133,,,,0.49,,0.01,0.024,0,0.082,0.005,0.0029,0.005,0.002,0,0,0.0004,0,0,74,0,0,0,0,50,0,0,150,0,102,0,1500,0,0
7A05302             ,低合金    ,HRB500D    ,1670,0.0005,,0.00026,,0.001,66750,0.0025,0.0142,,,,0.486,,0.011,0.029,0,0.082,0.0053,0.0032,0.005,0.001,0,0,0.0003,0,0,74,0,0,0,0,50,0,0,150,0,112,0,1560,0,0
7A05301             ,低合金    ,HRB500D    ,1684,0.00068,,0.00027,,0.001,67900,0.0021,0.0141,,,,0.477,,0.009,0.041,0,0.082,0.0058,0.0037,0.004,0.002,0,0,0.0003,0,0,78,0,0,0,0,50,0,0,150,0,100,0,1570,0,0
7A05300             ,低合金    ,HRB500D    ,1692,0.00084,,0.00024,,0.001,71150,0.0025,0.0134,,,,0.488,,0.009,0.027,0,0.084,0.0043,0.0022,0.005,0.001,0,0,0.0003,0,0,75,0,0,0,0,25,0,0,150,0,90,0,1510,0,0
7A05299             ,低合金    ,HRB500D    ,1668,0.00093,,0.00021,,0.001,67750,0.0025,0.0132,,,,0.499,,0.009,0.026,0,0.085,0.0064,0.0043,0.005,0.002,0,0,0.0003,0,0,77,0,0,0,0,25,0,0,150,0,90,0,1570,0,0
7A05298             ,低合金    ,HRB500D    ,1663,0.00072,,0.00021,,0.001,68450,0.0022,0.0141,,,,0.479,,0.011,0.027,0,0.081,0.0054,0.0033,0.004,0.002,0,0,0.0003,0,0,73,0,0,0,0,50,0,0,150,0,85,0,1500,0,0
7A05297             ,低合金    ,HRB500D    ,1639,0.00084,,0.00022,,0,66450,0.0025,0.0142,,,,0.469,,0.008,0.023,0,0.081,0.0066,0.0045,0.004,0.001,0,0,0.0003,0,150,78,0,0,0,0,50,0,0,0,0,85,0,1580,0,0
7A05296             ,低合金    ,HRB500D    ,1645,0.00073,,0.00023,,0.002,71350,0.0022,0.0136,,,,0.482,,0.009,0.026,0,0.082,0.0066,0.0045,0.005,0.001,0,0,0.0004,0,0,73,0,0,0,0,50,0,0,150,0,0,0,1520,0,0
7A05295             ,低合金    ,HRB500D    ,1676,0.00076,,0.00029,,0.002,65500,0.0021,0.0134,,,,0.476,,0.01,0.024,0,0.081,0.0047,0.0026,0.005,0.001,0,0,0.0005,0,156,77,0,0,0,0,50,0,0,0,0,102,0,1560,0,0
